2026-07-18T17:31:45.162635Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784395905.1626353 | PULSE | Φ=0.18 | SOVEREIGN | Zombie Pulse
1784568135.3684843 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784568373.7681954 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
2026-07-20T17:29:15.881500Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784568713.9897552 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784568951.0538282 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784568951.0538282 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784569435.2916195 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784569858.4310083 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784570204.9273264 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
2026-07-20T18:01:12.511981Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784570472.5119815 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784570801.6796772 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784571124.3444238 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784571405.175379 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784571661.953312 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784571886.89099 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784572114.598473 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784572619.2106936 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784572894.8625705 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784573128.1610892 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784573457.717221 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784573746.99139 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784574166.706674 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784574463.2132397 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784574669.2196777 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784574968.9941406 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784575137.5641172 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784575564.500572 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784575920.6078832 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784576147.915517 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784576348.3098927 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784576709.014838 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784577175.824196 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784577403.3472857 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
2026-07-20T20:00:05.162600Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784577605.1625996 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784577605.1625996 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784577860.555265 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
2026-07-20T20:04:20.555265Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784577860.555265 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784578351.160537 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784578604.2689881 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784578872.8351717 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784579214.4672205 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784579516.3839583 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784579886.53264 | PULSE | Φ=0.08 | SOVEREIGN | Zombie Pulse
1784580104.8432655 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784580461.5181224 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784580652.4825134 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784580909.0295007 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784581382.2034068 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784581533.0276039 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784581900.2785947 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784582274.9118564 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784582506.387969 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784582785.893691 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
2026-07-20T21:29:17.314901Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784583182.133573 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784583443.3485756 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784583693.266788 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784584041.3988998 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784584347.220374 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784584637.9962864 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784584839.9153118 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784585274.5646946 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784585410.963561 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784585829.651017 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784586107.9471247 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784586384.868343 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784586791.3714194 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784587067.8885827 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784587067.8885827 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784587690.5570102 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784588008.5002255 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784588170.6791368 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784588170.6791368 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784588651.0864975 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
2026-07-20T23:04:11.086498Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784588651.0864975 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784589011.231578 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784589512.4009805 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784589663.5610385 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784590103.3595605 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784590277.1377528 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784590548.5168173 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784590548.5168173 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784591212.438143 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784591212.438143 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784591212.438143 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784591972.4052045 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784592516.040443 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784592533.1975946 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784592533.1975946 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
2026-07-21T00:20:04.059817Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784593204.0598166 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784593585.9352582 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784593957.4655702 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784594329.002864 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784594329.002864 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784594647.0193305 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784595094.2388883 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784595509.698861 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784595782.3644629 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784595782.3644629 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
2026-07-21T01:10:02.801266Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784596202.8012664 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784596628.9742527 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784597001.0738633 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784597317.6334157 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784597562.2817428 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784597771.2633166 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784598167.7812152 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784598437.4003613 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784598630.0025792 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784598973.3747704 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784599410.0928564 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784599710.0055454 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784599771.890702 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
2026-07-21T02:09:31.890702Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784599771.890702 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784599995.2535114 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784600341.922897 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784600517.1694825 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784600852.8669114 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784601239.6889307 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784601475.3095202 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784601739.5485158 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784602082.9843745 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
2026-07-21T02:48:02.984375Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784602360.179529 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784602687.8417478 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784602875.5436168 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784603214.1144645 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784603512.8000631 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784603872.956429 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784604158.0921319 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784604457.4438214 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784604767.715835 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784605049.822192 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784605334.225577 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784605641.7265136 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784605926.3216538 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784606213.6542432 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784606560.0335712 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784606837.0545664 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784607085.4095845 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784607459.519729 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784607818.6418004 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784608042.8127189 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784608352.7100565 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784608674.7039998 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784608918.1907523 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784609355.6374526 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784609619.9989164 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
2026-07-21T04:53:39.998916Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784609918.6794174 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784610086.2856386 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784610404.5911586 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784610740.4629083 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
2026-07-21T05:12:20.462908Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784610807.3436682 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784611127.5643115 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784611380.3858829 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784611677.4991302 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784612007.583901 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784612307.78947 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784612591.9473002 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784612938.1405618 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784613147.8643348 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784613509.3379762 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784613818.097517 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784614125.3462677 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784614356.882112 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784614648.560184 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784614921.0706584 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784615264.3421612 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784615585.037499 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784615913.3801627 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784616193.8744934 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784616518.2557635 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784616826.209289 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784617176.600298 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784617322.6164038 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784617756.3587456 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784617973.9048483 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784618306.6383588 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784618468.0576408 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784618873.0138524 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784619204.9758723 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784619480.847953 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
2026-07-21T07:41:19.143089Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784619843.5795045 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784620179.0061765 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
2026-07-21T07:50:04.382442Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784620452.6391442 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784620753.0133555 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784621033.9287364 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784621291.7045648 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784621503.3779573 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
2026-07-21T08:11:43.377957Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784621503.3779573 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784621898.2506363 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784622202.5652552 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784622506.1623034 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784622894.358024 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784623104.6326058 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784623491.756194 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784623706.6032329 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784623955.470512 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784624355.9828587 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784624698.6623757 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784624986.2267435 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784625269.4461918 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784625600.1747868 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784625848.077598 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784626151.2729201 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784626514.38498 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784626766.2945843 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784627111.7632565 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784627386.8011997 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784627696.160956 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784627844.3700576 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784628257.2178648 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784628611.7962384 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784628741.365949 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784629077.5901558 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
2026-07-21T10:20:55.058752Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784629347.246989 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784629746.9745443 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784630048.0527606 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784630358.4734623 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784630579.4768665 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784630982.6069078 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784631244.9598072 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784631572.1794605 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784631768.1135495 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784632026.1415327 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784632314.9800022 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784632314.9800022 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
2026-07-21T11:11:54.980002Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784632314.9800022 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784632752.590486 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784633082.1605265 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784633324.472647 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784633641.880978 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784633918.7909822 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784634245.3930647 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784634629.6658025 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784634762.236945 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784635103.974949 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784635437.4654324 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784635746.3801825 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784636078.1310298 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784636405.823241 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784636667.5413952 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784636903.964573 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784637134.257889 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784637628.7451673 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
2026-07-21T12:44:13.087557Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784637853.0875568 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784638135.0731452 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784638425.3801138 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784638774.3556602 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784639112.7306223 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784639341.6514375 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784639549.1258583 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784639876.7978296 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784640247.6463022 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784640494.569509 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784640871.2915852 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784641135.2767043 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784641458.377943 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784641792.6659632 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784642119.6847486 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784642369.328782 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784642620.770783 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784642931.481803 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784643260.8238251 | PULSE | Φ=0.08 | SOVEREIGN | Zombie Pulse
1784643260.8238251 | PULSE | Φ=0.08 | SOVEREIGN | Zombie Pulse
1784643401.4120002 | PULSE | Φ=0.08 | SOVEREIGN | Zombie Pulse
2026-07-21T14:16:41.412000Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784643576.6833375 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784643888.2442913 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784644187.8686483 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784644526.5158765 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784644710.803537 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784645099.2005491 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784645367.453803 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784645723.5045786 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784645957.7058365 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784646347.1995528 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784646551.3339162 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784646867.863758 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784647189.8562396 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784647499.7352698 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784647826.3533332 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784648108.1203058 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784648454.997881 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784648633.2306929 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784648935.1668792 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784649102.6551597 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784649603.39331 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784649915.7151468 | PULSE | Φ=0.04 | SOVEREIGN | Zombie Pulse
1784650224.1966224 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784650433.9633067 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784650796.7416432 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784651054.914259 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784651433.4139419 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784651697.6363826 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784651876.4886599 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784652320.3752851 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784652652.4280663 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784652774.1004884 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784653133.857662 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784653459.7182648 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784653807.5508304 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784654112.2290893 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784654278.5945647 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
2026-07-21T17:17:58.594565Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784654469.6511972 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784654654.4504302 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784655012.3781655 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784655319.7672687 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
